tier,year,predictor,coef,se,pval,n,r2,dv_label,sig
T2_changers_only,all,v2x_egal_norm,0.305075,0.083520,0.000286,577,0.301151,,***
T2_changers_only,all,log_gdppc_norm,0.286067,0.094395,0.002565,577,0.301151,,***
P8a_country_linear_trends,2007-2022,const,-0.000000,0.000000,0.000000,2172,0.166734,,***
P8a_country_linear_trends,2007-2022,gri_state_religion_norm,-0.028799,0.008690,0.000936,2172,0.166734,,***
P8a_country_linear_trends,2007-2022,gri_religious_law_norm,0.005242,0.005927,0.376568,2172,0.166734,,
P8a_country_linear_trends,2007-2022,gri_blasphemy_norm,-0.002630,0.003128,0.400572,2172,0.166734,,
P8a_country_linear_trends,2007-2022,gri_apostasy_norm,0.010695,0.007543,0.156400,2172,0.166734,,
P8a_country_linear_trends,2007-2022,gri_religious_courts_norm,-0.004341,0.003307,0.189436,2172,0.166734,,
P8a_country_linear_trends,2007-2022,v2x_rule_norm,-0.049673,0.036413,0.172667,2172,0.166734,,
P8a_country_linear_trends,2007-2022,v2x_civlib_norm,0.189444,0.037991,0.000001,2172,0.166734,,***
P8a_country_linear_trends,2007-2022,v2x_egal_norm,0.155186,0.054853,0.004715,2172,0.166734,,***
P8a_country_linear_trends,2007-2022,log_gdppc_norm,0.213705,0.083633,0.010684,2172,0.166734,,**
P8b_lo_interaction,2007-2022,const,0.339714,0.042007,0.000000,2172,0.190409,,***
P8b_lo_interaction,2007-2022,gri_state_religion_norm,-0.014105,0.012418,0.256154,2172,0.190409,,
P8b_lo_interaction,2007-2022,gri_religious_law_norm,-0.000875,0.008194,0.915008,2172,0.190409,,
P8b_lo_interaction,2007-2022,gri_blasphemy_norm,-0.000949,0.003894,0.807581,2172,0.190409,,
P8b_lo_interaction,2007-2022,gri_apostasy_norm,0.008423,0.012820,0.511257,2172,0.190409,,
P8b_lo_interaction,2007-2022,gri_religious_courts_norm,-0.006863,0.004269,0.108121,2172,0.190409,,
P8b_lo_interaction,2007-2022,v2x_rule_norm,-0.061581,0.034308,0.072816,2172,0.190409,,*
P8b_lo_interaction,2007-2022,v2x_civlib_norm,0.132212,0.033698,0.000090,2172,0.190409,,***
P8b_lo_interaction,2007-2022,v2x_egal_norm,0.237538,0.044428,0.000000,2172,0.190409,,***
P8b_lo_interaction,2007-2022,log_gdppc_norm,0.187306,0.065290,0.004164,2172,0.190409,,***
P8b_lo_interaction,2007-2022,courts_x_english,-0.003266,0.006297,0.604113,2172,0.190409,,
P8b_lo_interaction,2007-2022,courts_x_socialist,-0.013438,0.007877,0.088161,2172,0.190409,,*
P9_event_study,all,et_-3,0.001977,0.007044,0.779049,2676,0.173276,,
P9_event_study,all,et_-2,0.003129,0.006245,0.616405,2676,0.173276,,
P9_event_study,all,et_0,0.001197,0.005913,0.839618,2676,0.173276,,
P9_event_study,all,et_1,0.003353,0.005814,0.564207,2676,0.173276,,
P9_event_study,all,et_2,0.004207,0.005957,0.480096,2676,0.173276,,
P9_event_study,all,et_3,0.005567,0.004712,0.237520,2676,0.173276,,
T2_changers_wild_bootstrap,all,gri_religious_courts_norm,-0.009590,0.003357,0.012024,577,,,**
T2_driscoll_kraay,all,const,0.341013,0.017738,0.000000,2172,0.189163,,***
T2_driscoll_kraay,all,gri_state_religion_norm,-0.014335,0.011524,0.213697,2172,0.189163,,
T2_driscoll_kraay,all,gri_religious_law_norm,-0.000666,0.004034,0.868988,2172,0.189163,,
T2_driscoll_kraay,all,gri_blasphemy_norm,-0.001003,0.001139,0.378246,2172,0.189163,,
T2_driscoll_kraay,all,gri_apostasy_norm,0.008976,0.010611,0.397700,2172,0.189163,,
T2_driscoll_kraay,all,gri_religious_courts_norm,-0.010660,0.002830,0.000170,2172,0.189163,,***
T2_driscoll_kraay,all,v2x_rule_norm,-0.061550,0.010023,0.000000,2172,0.189163,,***
T2_driscoll_kraay,all,v2x_civlib_norm,0.131205,0.020429,0.000000,2172,0.189163,,***
T2_driscoll_kraay,all,v2x_egal_norm,0.240473,0.013651,0.000000,2172,0.189163,,***
T2_driscoll_kraay,all,log_gdppc_norm,0.181760,0.011532,0.000000,2172,0.189163,,***
T2_mundlak_cre,all,const,0.281218,0.041192,0.000000,2172,0.742354,,***
T2_mundlak_cre,all,gri_state_religion_norm,-0.014308,0.011927,0.230261,2172,0.742354,,
T2_mundlak_cre,all,gri_religious_law_norm,-0.000940,0.007839,0.904581,2172,0.742354,,
T2_mundlak_cre,all,gri_blasphemy_norm,-0.000781,0.003784,0.836464,2172,0.742354,,
T2_mundlak_cre,all,gri_apostasy_norm,0.009001,0.012138,0.458371,2172,0.742354,,
T2_mundlak_cre,all,gri_religious_courts_norm,-0.010627,0.003218,0.000960,2172,0.742354,,***
T2_mundlak_cre,all,v2x_rule_norm,-0.060494,0.033535,0.071243,2172,0.742354,,*
T2_mundlak_cre,all,v2x_civlib_norm,0.130464,0.032946,0.000075,2172,0.742354,,***
T2_mundlak_cre,all,v2x_egal_norm,0.239067,0.041992,0.000000,2172,0.742354,,***
T2_mundlak_cre,all,log_gdppc_norm,0.188926,0.067073,0.004852,2172,0.742354,,***
T2_mundlak_cre,all,yr_2011,0.002043,0.001891,0.279991,2172,0.742354,,
T2_mundlak_cre,all,yr_2012,0.008892,0.002825,0.001647,2172,0.742354,,***
T2_mundlak_cre,all,yr_2013,0.016366,0.003647,0.000007,2172,0.742354,,***
T2_mundlak_cre,all,yr_2014,0.020558,0.003851,0.000000,2172,0.742354,,***
T2_mundlak_cre,all,yr_2015,0.024937,0.004125,0.000000,2172,0.742354,,***
T2_mundlak_cre,all,yr_2016,0.030404,0.004303,0.000000,2172,0.742354,,***
T2_mundlak_cre,all,yr_2017,0.034863,0.004524,0.000000,2172,0.742354,,***
T2_mundlak_cre,all,yr_2018,0.041031,0.004327,0.000000,2172,0.742354,,***
T2_mundlak_cre,all,yr_2019,0.050887,0.004863,0.000000,2172,0.742354,,***
T2_mundlak_cre,all,yr_2020,0.057148,0.004939,0.000000,2172,0.742354,,***
T2_mundlak_cre,all,yr_2021,0.057220,0.005611,0.000000,2172,0.742354,,***
T2_mundlak_cre,all,yr_2022,0.058116,0.006011,0.000000,2172,0.742354,,***
T2_mundlak_cre,all,gri_state_religion_norm_cmean,-0.040028,0.036827,0.277073,2172,0.742354,,
T2_mundlak_cre,all,gri_religious_law_norm_cmean,0.072221,0.051155,0.158007,2172,0.742354,,
T2_mundlak_cre,all,gri_blasphemy_norm_cmean,-0.035889,0.019383,0.064088,2172,0.742354,,*
T2_mundlak_cre,all,gri_apostasy_norm_cmean,-0.177807,0.036507,0.000001,2172,0.742354,,***
T2_mundlak_cre,all,gri_religious_courts_norm_cmean,0.049328,0.026252,0.060238,2172,0.742354,,*
T2_mundlak_cre,all,v2x_rule_norm_cmean,0.106946,0.067702,0.114186,2172,0.742354,,
T2_mundlak_cre,all,v2x_civlib_norm_cmean,0.026205,0.080039,0.743363,2172,0.742354,,
T2_mundlak_cre,all,v2x_egal_norm_cmean,-0.006341,0.073772,0.931504,2172,0.742354,,
T2_mundlak_cre,all,log_gdppc_norm_cmean,-0.081964,0.078766,0.298059,2172,0.742354,,
P9_male_composite_placebo,all,const,0.490245,0.102754,0.000002,2238,0.038662,Male welfare index (placebo DV),***
P9_male_composite_placebo,all,gri_state_religion_norm,-0.014216,0.012805,0.267027,2238,0.038662,Male welfare index (placebo DV),
P9_male_composite_placebo,all,gri_religious_law_norm,0.016392,0.013059,0.209550,2238,0.038662,Male welfare index (placebo DV),
P9_male_composite_placebo,all,gri_blasphemy_norm,-0.001021,0.004313,0.812906,2238,0.038662,Male welfare index (placebo DV),
P9_male_composite_placebo,all,gri_apostasy_norm,0.002857,0.009952,0.774037,2238,0.038662,Male welfare index (placebo DV),
P9_male_composite_placebo,all,gri_religious_courts_norm,-0.001442,0.008954,0.872114,2238,0.038662,Male welfare index (placebo DV),
P9_male_composite_placebo,all,v2x_rule_norm,-0.071069,0.038882,0.067722,2238,0.038662,Male welfare index (placebo DV),*
P9_male_composite_placebo,all,v2x_civlib_norm,0.034186,0.043274,0.429629,2238,0.038662,Male welfare index (placebo DV),
P9_male_composite_placebo,all,v2x_egal_norm,0.157141,0.076004,0.038809,2238,0.038662,Male welfare index (placebo DV),**
P9_male_composite_placebo,all,log_gdppc_norm,0.216820,0.190082,0.254142,2238,0.038662,Male welfare index (placebo DV),
