Id,Indicator,Aggregation method,Dataset,Development relevance,Indicator Name,License Type,License URL,Long definition,Othernotes,Periodicity,Referenceperiod,Source,Statistical concept and methodology,Topic,Unit of measure
SP.ADO.TFRT,"Adolescent fertility rate (births per 1,000 women ages 15-19)",Weighted average,WB_WDI,Adolescent childbearing is associated with a wide range of risks for young mothers. Women who become pregnant and give birth very early in their lives as well as their newborns are subject to elevated health risks.,"Adolescent fertility rate (births per 1,000 women ages 15-19)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Adolescent fertility rate is the number of births per 1,000 women ages 15-19.","Figures from 1950 to 2023 are estimates based on available data. From 2024 onward, the figures are projections that use current trends to anticipate future changes. Estimates reflect the past; projections incorporate assumptions about the future and are updated as new information emerges. Please interpret these figures carefully, as they are subject to change. For details, see the WPP methodology: https://population.un.org/wpp/methodology. This is the Sustainable Development Goal indicator 3.7.2 [https://unstats.un.org/sdgs/metadata/].",Annual,1960-2023,"World Population Prospects, United Nations (UN), publisher: UN Population Division","Methodology: Adolescent fertility rates are based on data on registered live births from vital registration systems or, in the absence of such systems, from censuses or sample surveys. The estimated rates are generally considered reliable measures of fertility in the recent past. Where no empirical information on age-specific fertility rates is available, a model is used to estimate the share of births to adolescents. For countries without vital registration systems fertility rates are generally based on censuses or surveys.
Statistical concept(s): Reproductive health is a state of physical and mental well-being in relation to the reproductive system and its functions and processes. Means of achieving reproductive health include education and services during pregnancy and childbirth, safe and effective contraception, and prevention and treatment of sexually transmitted diseases. Complications of pregnancy and childbirth are the leading cause of death and disability among women of reproductive age in developing countries.",Health,Per 1000 women
