Economy,Year,Economy Code,"Adolescent fertility rate (births per 1,000 women ages 15-19)"
Poland,2023,POL,6.191
Portugal,2023,PRT,6.985
Puerto Rico,2023,PRI,14.076
Qatar,2023,QAT,5.693
Romania,2023,ROU,33.750
Russian Federation,2023,RUS,12.974
Rwanda,2023,RWA,30.779
Samoa,2023,WSM,43.538
San Marino,2023,SMR,1.158
Sao Tome and Principe,2023,STP,86.195
Saudi Arabia,2023,SAU,11.114
Senegal,2023,SEN,60.242
Serbia,2023,SRB,13.669
Seychelles,2023,SYC,54.516
Sierra Leone,2023,SLE,93.592
Singapore,2023,SGP,2.160
Sint Maarten (Dutch part),2023,SXM,17.156
Slovak Republic,2023,SVK,24.590
Slovenia,2023,SVN,3.496
Solomon Islands,2023,SLB,50.372
Somalia,2023,SOM,117.100
South Africa,2023,ZAF,51.560
South Sudan,2023,SSD,97.132
Spain,2023,ESP,4.809
Sri Lanka,2023,LKA,15.091
St. Kitts and Nevis,2023,KNA,35.183
St. Lucia,2023,LCA,27.829
St. Martin (French part),2023,MAF,14.290
St. Vincent and the Grenadines,2023,VCT,42.300
Sudan,2023,SDN,66.071
Suriname,2023,SUR,48.032
Sweden,2023,SWE,1.792
Switzerland,2023,CHE,1.483
Syrian Arab Republic,2023,SYR,38.910
Tajikistan,2023,TJK,40.437
Tanzania,2023,TZA,113.209
Thailand,2023,THA,26.145
Timor-Leste,2023,TLS,27.406
Togo,2023,TGO,77.050
Tonga,2023,TON,24.841
Trinidad and Tobago,2023,TTO,35.994
Tunisia,2023,TUN,4.315
Turkiye,2023,TUR,12.055
Turkmenistan,2023,TKM,21.227
Turks and Caicos Islands,2023,TCA,16.189
Tuvalu,2023,TUV,27.507
Uganda,2023,UGA,106.954
Ukraine,2023,UKR,11.377
United Arab Emirates,2023,ARE,3.103
United Kingdom,2023,GBR,8.359
United States,2023,USA,13.145
Uruguay,2023,URY,26.188
Uzbekistan,2023,UZB,34.081
Vanuatu,2023,VUT,66.219
"Venezuela, RB",2023,VEN,73.295
Vietnam,2023,VNM,34.277
Virgin Islands (U.S.),2023,VIR,31.777
West Bank and Gaza,2023,PSE,36.043
"Yemen, Rep.",2023,YEM,75.328
Zambia,2023,ZMB,115.907
Zimbabwe,2023,ZWE,98.057
